name	reactions	genes	compounds
<i>N</i>-acetylglucosamine degradation I	GLUCOSAMINE-6-P-DEAMIN-RXN	EG10633	GLUCOSAMINE-6-P-DEAMIN-MONOMER // GLUCOSAMINE-6-P-DEAMIN-CPLX
BarA UvrY Two-Component Signal Transduction System	RXN0-7337		
BarA UvrY Two-Component Signal Transduction System	RXN0-6561		
BarA UvrY Two-Component Signal Transduction System	RXN0-6560		
BarA UvrY Two-Component Signal Transduction System	RXN0-321		
BarA UvrY Two-Component Signal Transduction System	BARA-RXN		
L-glutamate biosynthesis I	GLUTAMIN-RXN	G6810 // G6261 // EG10092	G6810-MONOMER // CPLX0-7695 // G6261-MONOMER // CPLX0-7694 // ASNSYNB-MONOMER // ASNSYNB-CPLX
L-glutamate biosynthesis I	RXN-20084	EG10404 // EG10403	GLUSYNSMALL-MONOMER // GLUTAMATESYN-DIMER // GLUTAMATESYN-CPLX // GLUSYNLARGE-MONOMER // GLUTAMATESYN-DIMER // GLUTAMATESYN-CPLX
<i>O</i>-antigen building blocks biosynthesis (<i>E. coli</i>)	GALPMUT-RXN	EG11981	GALPMUT-MONOMER // CPLX0-8582
CDP-diacylglycerol biosynthesis I	GLYC3PDEHYDROGBIOSYN-RXN	EG20091	GLYC3PDEHYDROGBIOSYN-MONOMER // GLYC3PDEHYDROGBIOSYN-CPLX
CDP-diacylglycerol biosynthesis I	RXN-1381	EG10740	GLYCEROL-3-P-ACYLTRANSFER-MONOMER
CDP-diacylglycerol biosynthesis I	RXN-1623	EG11833 // EG11377	EG11833-MONOMER // 1-ACYLGLYCEROL-3-P-ACYLTRANSFER-MONOMER
CDP-diacylglycerol biosynthesis I	CDPDIGLYSYN-RXN	EG10139	CDPDIGLYSYN-MONOMER
2-carboxy-1,4-naphthoquinol biosynthesis	RXN-9311	G6912	G6912-MONOMER // CPLX0-8128
2-carboxy-1,4-naphthoquinol biosynthesis	NAPHTHOATE-SYN-RXN	EG11368	NAPHTHOATE-SYN-MONOMER // CPLX0-7882
2-carboxy-1,4-naphthoquinol biosynthesis	RXN-9310	EG12438	EG12438-MONOMER
2-carboxy-1,4-naphthoquinol biosynthesis	2.5.1.64-RXN	EG10579	MEND-MONOMER // CPLX0-7525
2-carboxy-1,4-naphthoquinol biosynthesis	ISOCHORSYN-RXN	EG10261 // EG12362	ENTC-MONOMER // MENF-MONOMER // MENF-CPLX
2-carboxy-1,4-naphthoquinol biosynthesis	O-SUCCINYLBENZOATE-COA-SYN-RXN	EG11532	O-SUCCINYLBENZOATE-COA-SYN-MONOMER
2-carboxy-1,4-naphthoquinol biosynthesis	O-SUCCINYLBENZOATE-COA-LIG-RXN	EG12437	O-SUCCINYLBENZOATE-COA-LIG-MONOMER // MENE-CPLX
NADH to cytochrome <i>bd</i> oxidase electron transfer II	RXN0-5266	EG10180 // EG10179 // EG10178 // EG10181 // G0-10588 // EG11379 // EG11380 // G0-10594 // G0-10441 // EG10174 // EG10173	CYOC-MONOMER // CYT-O-UBIOX-CPLX // CYOB-MONOMER // CYT-O-UBIOX-CPLX // CYOA-MONOMER // CYT-O-UBIOX-CPLX // CYOD-MONOMER // CYT-O-UBIOX-CPLX // MONOMER0-2817 // APP-UBIOX-CPLX // APPB-MONOMER // APP-UBIOX-CPLX // APPC-MONOMER // APP-UBIOX-CPLX // MONOMER0-2822 // CYT-D-UBIOX-CPLX // MONOMER0-2663 // CYT-D-UBIOX-CPLX // CYDB-MONOMER // CYT-D-UBIOX-CPLX // CYDA-MONOMER // CYT-D-UBIOX-CPLX
NADH to cytochrome <i>bd</i> oxidase electron transfer II	RXN0-5330	EG12089 // EG12087 // EG11774 // EG12086 // EG12084 // EG12083 // EG12093 // EG11773 // EG12092 // EG12091 // EG12090 // EG12088 // EG12082 // EG10649	NUOI-MONOMER // CPLX0-3361 // NADH-DHI-CPLX // NUOG-MONOMER // CPLX0-3361 // NADH-DHI-CPLX // NUOF-MONOMER // CPLX0-3361 // NADH-DHI-CPLX // NUOE-MONOMER // CPLX0-3361 // NADH-DHI-CPLX // NUOC-MONOMER // CPLX0-3361 // NADH-DHI-CPLX // NUOB-MONOMER // CPLX0-3361 // NADH-DHI-CPLX // NUON-MONOMER // NADH-DHI-CPLX // NUOM-MONOMER // NADH-DHI-CPLX // NUOL-MONOMER // NADH-DHI-CPLX // NUOK-MONOMER // NADH-DHI-CPLX // NUOJ-MONOMER // NADH-DHI-CPLX // NUOH-MONOMER // NADH-DHI-CPLX // NUOA-MONOMER // NADH-DHI-CPLX // NADH-DHII-MONOMER
ADP-L-<i>glycero</i>-&beta;-D-<i>manno</i>-heptose biosynthesis	RXN0-4301	G6106	G6106-MONOMER // CPLX0-7660
ADP-L-<i>glycero</i>-&beta;-D-<i>manno</i>-heptose biosynthesis	5.1.3.20-RXN	EG10838	EG10838-MONOMER // CPLX0-3681
ADP-L-<i>glycero</i>-&beta;-D-<i>manno</i>-heptose biosynthesis	RXN0-4361	EG11736	EG11736-MONOMER
ADP-L-<i>glycero</i>-&beta;-D-<i>manno</i>-heptose biosynthesis	RXN0-4342	G7590	G7590-MONOMER // CPLX0-3661
ADP-L-<i>glycero</i>-&beta;-D-<i>manno</i>-heptose biosynthesis	RXN0-4341	G7590	G7590-MONOMER // CPLX0-3661
L-rhamnose degradation I	RXN0-5306	EG11865	EG11865-MONOMER // CPLX0-7649
L-rhamnose degradation I	RXN-15356		
L-rhamnose degradation I	RHAMNISOM-RXN	EG11867	RHAMNISOM-MONOMER // CPLX0-7652
L-rhamnose degradation I	RHAMNULOKIN-RXN	EG11868	RHAMNULOKIN-MONOMER
L-rhamnose degradation I	RHAMNULPALDOL-RXN	EG11866	RHAMNULPALDOL-MONOMER // RHAMNULPALDOL-CPLX
sulfoquinovosyl diacylglycerides and sulfoquinovosyl glycerol degradation	RXN-17701	EG11843	EG11843-MONOMER
sulfoquinovosyl diacylglycerides and sulfoquinovosyl glycerol degradation	RXN-17700	EG11843	EG11843-MONOMER
CpxAR Two-Component Signal Transduction System	RXN0-7299	EG10163	PHOSPHO-CPXA // CPXA-MONOMER // CPLX0-8270
CpxAR Two-Component Signal Transduction System	CPXR-RXN		
CpxAR Two-Component Signal Transduction System	CPXA-RXN		
L-alanine biosynthesis III	RXN-12588	G7325	G7325-MONOMER // CPLX0-248 // CPLX0-12610
colanic acid building blocks biosynthesis	UDPGLUCEPIM-RXN	EG10362	UDPGLUCEPIM-MONOMER // UDPGLUCEPIM-CPLX
methylglyoxal degradation I	DLACTDEHYDROGFAD-RXN	EG10231	DLACTDEHYDROGFAD-MONOMER
methylglyoxal degradation I	GLYOXII-RXN	G6099 // EG12026 // G6475	GLYOXII-MONOMER // EG12026-MONOMER // CPLX0-3954 // G6475-MONOMER
methylglyoxal degradation I	GLYOXI-RXN	G6891	GLYOXI-MONOMER // GLYOXI-CPLX
NiFe(CO)(CN)<sub>2</sub> cofactor biosynthesis	RXN-22957	EG10484	EG10484-MONOMER // CPLX0-3821 // CPLX0-3561
NiFe(CO)(CN)<sub>2</sub> cofactor biosynthesis	RXN-22956	EG11663	EG11663-MONOMER // CPLX0-7536
NiFe(CO)(CN)<sub>2</sub> cofactor biosynthesis	RXN-22655	G7414 // EG11802	G7414-MONOMER // EG11802-MONOMER
NiFe(CO)(CN)<sub>2</sub> cofactor biosynthesis	RXN-22650	EG10483	EG10483-MONOMER // CPLX0-3821
NiFe(CO)(CN)<sub>2</sub> cofactor biosynthesis	RXN-22649		
NiFe(CO)(CN)<sub>2</sub> cofactor biosynthesis	RXN-22648	EG10487	HypCDF-Fe-CO-CN2 // EG10487-MONOMER // MONOMER0-4166 // HypCDE
NiFe(CO)(CN)<sub>2</sub> cofactor biosynthesis	RXN-17943	EG10487	HypCDF-Fe-CO-CN2 // EG10487-MONOMER // MONOMER0-4166 // HypCDE
NiFe(CO)(CN)<sub>2</sub> cofactor biosynthesis	RXN0-6435	EG11551	EG11551-MONOMER
NiFe(CO)(CN)<sub>2</sub> cofactor biosynthesis	RXN-22647	EG10486	EG10486-MONOMER // CPLX0-7986
NiFe(CO)(CN)<sub>2</sub> cofactor biosynthesis	RXN-22646	EG10486	EG10486-MONOMER // CPLX0-7986
3,6-anhydro-&alpha;-L-galactopyranose degradation	KDPGALDOL-RXN	EG10256	KDPGALDOL-4OH2OXOGLUTARALDOL-MONOMER // KDPGALDOL-4OH2OXOGLUTARALDOL-CPLX
3,6-anhydro-&alpha;-L-galactopyranose degradation	DEOXYGLUCONOKIN-RXN	EG12253	DEOXYGLUCONOKIN-MONOMER
3,6-anhydro-&alpha;-L-galactopyranose degradation	RXN-16964		
3,6-anhydro-&alpha;-L-galactopyranose degradation	1.1.1.127-RXN	EG12361	KDUD-MONOMER
3,6-anhydro-&alpha;-L-galactopyranose degradation	RXN-15999		
3,6-anhydro-&alpha;-L-galactopyranose degradation	RXN-15893	GB4478	GALACTONATE-DEHYDRATASE-MONOMER
3,6-anhydro-&alpha;-L-galactopyranose degradation	RXN-15892		
salvage pathways of pyrimidine deoxyribonucleotides	THYKI-RXN	EG10994	TDK-MONOMER // CPLX0-8261
salvage pathways of pyrimidine deoxyribonucleotides	THYM-PHOSPH-RXN	EG10219 // EG12159	DEOA-MONOMER // DEOA-CPLX // EG12159-MONOMER // CPLX0-8619
salvage pathways of pyrimidine deoxyribonucleotides	URA-PHOSPH-RXN	EG10219	DEOA-MONOMER // DEOA-CPLX
salvage pathways of pyrimidine deoxyribonucleotides	DURIDKI-RXN	EG10994	TDK-MONOMER // CPLX0-8261
salvage pathways of pyrimidine deoxyribonucleotides	CYTIDEAM-RXN	EG10137	CYTIDEAM-MONOMER // CYTIDEAM-CPLX
L-lyxose degradation	RIBULPEPIM-RXN	EG10055 // EG12287 // G7860	RIBULPEPIM-MONOMER // RIBULPEPIM-CPLX // EG12287-MONOMER // G7860-MONOMER
L-lyxose degradation	LXULRU5P-RXN	G7859 // EG12286	G7859-MONOMER // EG12286-MONOMER
L-lyxose degradation	LYXK-RXN	EG12284	LYXK-MONOMER // LYXK-CPLX
L-lyxose degradation	LYXISOM-RXN	EG11867	RHAMNISOM-MONOMER // CPLX0-7652
glycerophosphodiester degradation	RXN-15740	EG10393 // EG10392 // EG10391	ANGLYC3PDEHYDROGSUBUNITC-MONOMER // ANGLYC3PDEHYDROG-CPLX // ANGLYC3PDEHYDROGSUBUNITB-MONOMER // ANGLYC3PDEHYDROG-CPLX // ANGLYC3PDEHYDROGSUBUNITA-MONOMER // ANGLYC3PDEHYDROG-CPLX
glycerophosphodiester degradation	RXN0-5260	EG10394	AERGLYC3PDEHYDROG-MONOMER // AERGLYC3PDEHYDROG-CPLX
glycerophosphodiester degradation	GLYCPDIESTER-RXN	EG10399 // EG11050	GLYCPDIESTER-PERI-MONOMER // GLYCPDIESTER-PERI-CPLX // GLYCPDIESTER-CYTO-MONOMER
pyruvate to cytochrome <i>bo</i> oxidase electron transfer	RXN0-5268	EG10181 // EG10178 // EG10179 // EG10180	CYOD-MONOMER // CYT-O-UBIOX-CPLX // CYOA-MONOMER // CYT-O-UBIOX-CPLX // CYOB-MONOMER // CYT-O-UBIOX-CPLX // CYOC-MONOMER // CYT-O-UBIOX-CPLX
pyruvate to cytochrome <i>bo</i> oxidase electron transfer	RXN-11496	EG10754	PYRUVOXID-MONOMER // PYRUVOXID-CPLX
folate transformations III (<i>E. coli</i>)	THYMIDYLATESYN-RXN	EG11002	THYMIDYLATESYN-MONOMER // THYMIDYLATESYN-CPLX
folate transformations III (<i>E. coli</i>)	GLYOHMETRANS-RXN	EG10408	GLYOHMETRANS-MONOMER // GLYOHMETRANS-CPLX
folate transformations III (<i>E. coli</i>)	METHYLENETHFDEHYDROG-NADP-RXN	EG10328	FOLD-MONOMER // FOLD-CPLX
folate transformations III (<i>E. coli</i>)	METHENYLTHFCYCLOHYDRO-RXN	EG10328	FOLD-MONOMER // FOLD-CPLX
folate transformations III (<i>E. coli</i>)	GCVMULTI-RXN	EG11442 // EG10371 // EG11810 // EG10543	GCVT-MONOMER // GCVMULTI-CPLX // GCVH-MONOMER // LIPOYL-GCVH // GCVMULTI-CPLX // GCVP-MONOMER // GCVP-CPLX // GCVMULTI-CPLX // E3-MONOMER // E3-CPLX // 2OXOGLUTARATEDEH-CPLX // GCVMULTI-CPLX // PYRUVATEDEH-CPLX
folate transformations III (<i>E. coli</i>)	HOMOCYSMETB12-RXN	EG10587	HOMOCYSMETB12-MONOMER
folate transformations III (<i>E. coli</i>)	RXN-22438	EG10585	METHYLENETHFREDUCT-MONOMER // METHYLENETHFREDUCT-CPLX
folate transformations III (<i>E. coli</i>)	5-FORMYL-THF-CYCLO-LIGASE-RXN	EG11158	EG11158-MONOMER
folate transformations III (<i>E. coli</i>)	DIHYDROFOLATEREDUCT-RXN	EG10326 // G6862	DIHYDROFOLATEREDUCT-MONOMER // G6862-MONOMER // CPLX0-8571
L-threonine degradation IV	ACETALD-DEHYDROG-RXN	G7285 // EG10031 // M014	G7285-MONOMER // ADHE-MONOMER // ADHE-CPLX // MHPF-MONOMER
L-threonine degradation IV	THREONINE-ALDOLASE-RXN	G6455	LTAA-MONOMER // LTAA-CPLX
&beta;-D-glucuronide and D-glucuronate degradation	RXN-14693		
&beta;-D-glucuronide and D-glucuronate degradation	BETA-GLUCURONID-RXN	EG11055	BETA-GLUCURONID-MONOMER // CPLX0-7662
&beta;-D-glucuronide and D-glucuronate degradation	GLUCUROISOM-RXN	G81	UXAC-MONOMER
GDP-mannose biosynthesis	2.7.7.13-RXN	EG10161	MANNPGUANYLTRANGDP-MONOMER
GDP-mannose biosynthesis	PHOSMANMUT-RXN	EG10162	PHOSMANMUT-MONOMER
GDP-mannose biosynthesis	MANNPISOM-RXN	EG10566	MANNPISOM-MONOMER
GDP-mannose biosynthesis	PGLUCISOM-RXN	G7463 // EG10702	G7463-MONOMER // CPLX-8401 // PGLUCISOM // CPLX0-7877
glycerol degradation V	2.7.1.121-RXN	EG12399 // G6626 // G6627	EG12399-MONOMER // CPLX0-8206 // CPLX0-2081 // MONOMER0-1261 // CPLX0-2081 // G6627-MONOMER // CPLX0-2081
glycerol degradation V	GLYCDEH-RXN	EG11904	GLYCDEH-MONOMER // GLYCDEH-CPLX
EnvZ/OmpR Two-Component Signal Transduction System	RXN0-7348		
EnvZ/OmpR Two-Component Signal Transduction System	ENVZ-RXN		
EnvZ/OmpR Two-Component Signal Transduction System	RXN0-6503		
alanine racemization	ALARACECAT-RXN	EG10564 // EG10583 // EG10001 // EG11408	EG10564-MONOMER // CPLX0-8092 // CYSTATHIONINE-BETA-LYASE-MONOMER // CYSTATHIONINE-BETA-LYASE-CPLX // ALARACEBIOSYN-MONOMER // CPLX0-8202 // ALARACECAT-MONOMER // CPLX0-7465
CMP phosphorylation	CDPKIN-RXN	EG10650 // EG10032	NUCLEOSIDE-DIP-KIN-MONOMER // NUCLEOSIDE-DIP-KIN-CPLX // ADENYL-KIN-MONOMER
CMP phosphorylation	RXN-11832	EG11265	CMPKI-MONOMER
L-lysine biosynthesis I	RXN-14014	EG10206	DIHYDROPICRED-MONOMER // DIHYDROPICRED-CPLX
L-lysine biosynthesis I	ASPARTATEKIN-RXN	EG10998 // EG10590 // EG10550	ASPKINIHOMOSERDEHYDROGI-MONOMER // ASPKINIHOMOSERDEHYDROGI-CPLX // ASPKINIIHOMOSERDEHYDROGII-MONOMER // ASPKINIIHOMOSERDEHYDROGII-CPLX // ASPKINIII-MONOMER // ASPKINIII-CPLX
L-lysine biosynthesis I	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	EG10088	ASP-SEMIALDEHYDE-DEHYDROGENASE-MONOMER // ASP-SEMIALDEHYDE-DEHYDROGENASE-CPLX
L-lysine biosynthesis I	DIHYDRODIPICSYN-RXN	EG10205	DIHYDRODIPICSYN-MONOMER // DIHYDRODIPICSYN-CPLX
L-lysine biosynthesis I	TETHYDPICSUCC-RXN	EG10207	MONOMER0-2001 // CPLX0-3181
L-lysine biosynthesis I	SUCCINYLDIAMINOPIMTRANS-RXN	EG10066 // EG10946	ACETYLORNTRANSAM-MONOMER // ACETYLORNTRANSAM-CPLX // PSERTRANSAM-MONOMER // PSERTRANSAM-CPLX
L-lysine biosynthesis I	SUCCDIAMINOPIMDESUCC-RXN	EG10208	MONOMER0-1981 // CPLX0-3161
L-lysine biosynthesis I	DIAMINOPIMDECARB-RXN	EG10549	DIAMINOPIMDECARB-MONOMER // DIAMINOPIMDECARB-CPLX
L-lysine biosynthesis I	DIAMINOPIMEPIM-RXN	EG10209	DIAMINOPIMEPIM-MONOMER // CPLX0-7997
<i>S</i>-methyl-5'-thioadenosine degradation IV	METHYLTHIOADENOSINE-NUCLEOSIDASE-RXN	EG11090	EG11090-MONOMER // CPLX0-1541
trehalose degradation II (cytosolic)	GLUCOKIN-RXN	EG12957	GLUCOKIN-MONOMER
trehalose degradation II (cytosolic)	TREHALA-RXN	EG11017 // EG12245	TREHALAPERI-MONOMER // TREHALACYTO-MONOMER
PyrSR Two-Component Signal Transduction System	RXN0-7040		
PyrSR Two-Component Signal Transduction System	RXN0-7039		
UDP-<i>N</i>-acetyl-&alpha;-D-mannosaminouronate biosynthesis	UDPMANNACADEHYDROG-RXN	EG11452	UDPMANNACADEHYDROG-MONOMER // CPLX0-8013
L-valine biosynthesis	ACETOLACTSYN-RXN	EG10494 // EG10502 // G8221 // EG10501 // EG10500 // EG10499	LARGEILVB-MONOMER // ACETOLACTSYNI-CPLX // SMALLILVN-MONOMER // ACETOLACTSYNI-CPLX // ACETOLACTSYNII-CPLX // SMALLILVM-MONOMER // ACETOLACTSYNII-CPLX // ACETOLACTSYNIII-ICHAIN-MONOMER // ACETOLACTSYNIII-CPLX // ACETOLACTSYNIII-HCHAIN-MONOMER // ACETOLACTSYNIII-CPLX
L-valine biosynthesis	ACETOLACTREDUCTOISOM-RXN	EG10495	KETOLREDUCTOISOM-MONOMER // CPLX0-7643
L-valine biosynthesis	BRANCHED-CHAINAMINOTRANSFERVAL-RXN	EG10497	BRANCHED-CHAINAMINOTRANSFER-MONOMER // BRANCHED-CHAINAMINOTRANSFER-CPLX
L-valine biosynthesis	DIHYDROXYISOVALDEHYDRAT-RXN	EG10496	DIHYDROXYACIDDEHYDRAT-MONOMER // DIHYDROXYACIDDEHYDRAT-CPLX
pyrimidine deoxyribonucleosides degradation	THYM-PHOSPH-RXN	EG10219 // EG12159	DEOA-MONOMER // DEOA-CPLX // EG12159-MONOMER // CPLX0-8619
pyrimidine deoxyribonucleosides degradation	URA-PHOSPH-RXN	EG10219	DEOA-MONOMER // DEOA-CPLX
pyrimidine deoxyribonucleosides degradation	CYTIDEAM-RXN	EG10137	CYTIDEAM-MONOMER // CYTIDEAM-CPLX
L-glutamine degradation I	GLUTAMIN-RXN	G6810 // G6261 // EG10092	G6810-MONOMER // CPLX0-7695 // G6261-MONOMER // CPLX0-7694 // ASNSYNB-MONOMER // ASNSYNB-CPLX
adenosine ribonucleotides <i>de novo</i> biosynthesis	ADENYL-KIN-RXN	EG10032	ADENYL-KIN-MONOMER
adenosine ribonucleotides <i>de novo</i> biosynthesis	AMPSYN-RXN	EG11314	ASL-MONOMER // CPLX0-7959
adenosine ribonucleotides <i>de novo</i> biosynthesis	ADENYLOSUCCINATE-SYNTHASE-RXN	EG10790	ADENYLOSUCCINATE-SYN-MONOMER // ADENYLOSUCCINATE-SYN-DIMER
N<sup>6</sup>-L-threonylcarbamoyladenosine<sup>37</sup>-modified tRNA biosynthesis	RXN0-7115	G7456	G7456-MONOMER // CPLX0-8176
N<sup>6</sup>-L-threonylcarbamoyladenosine<sup>37</sup>-modified tRNA biosynthesis	RXN-14569	G7698	G7698-MONOMER
N<sup>6</sup>-L-threonylcarbamoyladenosine<sup>37</sup>-modified tRNA biosynthesis	RXN-14570	EG11757 // G6991 // EG11171	EG11757-MONOMER // CPLX0-8182 // G6991-MONOMER // CPLX0-8181 // CPLX0-8182 // EG11171-MONOMER // CPLX0-8181 // CPLX0-8182
L-tryptophan degradation II (via pyruvate)	RXN-15578	EG11005	TRYPTOPHAN-MONOMER // TRYPTOPHAN-CPLX
L-tryptophan degradation II (via pyruvate)	RXN-15127	G7877	G7877-MONOMER // CPLX0-1881
L-tryptophan degradation II (via pyruvate)	RXN-15124	EG11623 // EG10990 // EG10930 // G7624 // EG10192 // EG10193 // G7622 // EG10583 // EG10564 // EG10249 // EG10408 // EG11005 // G7038	LSERINEDEAM2-MONOMER // THREDEHYDCAT-MONOMER // THREDEHYDCAT-CPLX // LSERINEDEAM1-MONOMER // LSERINEDEAM3-MONOMER // CPLX0-7622 // ACSERLYA-MONOMER // ACSERLYA-CPLX // CYSSYNMULTI-CPLX // ACSERLYB-MONOMER // ACSERLYB-CPLX // G7622-MONOMER // CYSTATHIONINE-BETA-LYASE-MONOMER // CYSTATHIONINE-BETA-LYASE-CPLX // EG10564-MONOMER // CPLX0-8092 // DSERDEAM-MONOMER // GLYOHMETRANS-MONOMER // GLYOHMETRANS-CPLX // TRYPTOPHAN-MONOMER // TRYPTOPHAN-CPLX // DCYSDESULF-MONOMER // DCYSDESULF-CPLX
superpathway of 5-aminoimidazole ribonucleotide biosynthesis (from PRPP)	GARTRANSFORMYL2-RXN	EG11809	GARTRANSFORMYL2-MONOMER
superpathway of 5-aminoimidazole ribonucleotide biosynthesis (from PRPP)	AIRS-RXN	EG10798	AIRS-MONOMER // AIRS-CPLX
superpathway of 5-aminoimidazole ribonucleotide biosynthesis (from PRPP)	FGAMSYN-RXN	EG10797	FGAMSYN-MONOMER
superpathway of 5-aminoimidazole ribonucleotide biosynthesis (from PRPP)	GLYRIBONUCSYN-RXN	EG10792	GLYCRIBONUCSYN-MONOMER
superpathway of 5-aminoimidazole ribonucleotide biosynthesis (from PRPP)	PRPPAMIDOTRANS-RXN	EG10794	PRPPAMIDOTRANS-MONOMER // PRPPAMIDOTRANS-CPLX
2,3-dihydroxybenzoate biosynthesis	DHBDEHYD-RXN	EG10259	ENTA-MONOMER // ENTA-CPLX
2,3-dihydroxybenzoate biosynthesis	ISOCHORMAT-RXN	EG10260	CPLX0-7849 // ENTB-MONOMER // HOLO-ENTB // ENTB-CPLX // ENTMULTI-CPLX
2,3-dihydroxybenzoate biosynthesis	ISOCHORSYN-RXN	EG10261 // EG12362	ENTC-MONOMER // MENF-MONOMER // MENF-CPLX
coenzyme A biosynthesis I (bacteria)	P-PANTOCYSLIG-RXN	EG10004	EG10004-MONOMER // CPLX0-341
coenzyme A biosynthesis I (bacteria)	P-PANTOCYSDECARB-RXN	EG10004	EG10004-MONOMER // CPLX0-341
coenzyme A biosynthesis I (bacteria)	DEPHOSPHOCOAKIN-RXN	EG12312	EG12312-MONOMER
coenzyme A biosynthesis I (bacteria)	PANTEPADENYLYLTRAN-RXN	EG11190	PANTEPADENYLYLTRAN-MONOMER // COADTRI-CPLX
glycine degradation	4.3.1.17-RXN	EG11623 // EG10990 // EG10930 // G7624	LSERINEDEAM2-MONOMER // THREDEHYDCAT-MONOMER // THREDEHYDCAT-CPLX // LSERINEDEAM1-MONOMER // LSERINEDEAM3-MONOMER // CPLX0-7622
glycine degradation	GCVMULTI-RXN	EG11442 // EG10371 // EG11810 // EG10543	GCVT-MONOMER // GCVMULTI-CPLX // GCVH-MONOMER // LIPOYL-GCVH // GCVMULTI-CPLX // GCVP-MONOMER // GCVP-CPLX // GCVMULTI-CPLX // E3-MONOMER // E3-CPLX // 2OXOGLUTARATEDEH-CPLX // GCVMULTI-CPLX // PYRUVATEDEH-CPLX
glycine degradation	GLYOHMETRANS-RXN	EG10408	GLYOHMETRANS-MONOMER // GLYOHMETRANS-CPLX
trehalose biosynthesis I	TREHALOSEPHOSPHA-RXN	EG11752	TREHALOSEPHOSPHASYN-MONOMER
trehalose biosynthesis I	TREHALOSE6PSYN-RXN	EG11751	TREHALOSE6PSYN-MONOMER
UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis I	PGLUCISOM-RXN	G7463 // EG10702	G7463-MONOMER // CPLX-8401 // PGLUCISOM // CPLX0-7877
UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis I	5.4.2.10-RXN	EG11553	PHOSGLUCOSAMINEMUT-MONOMER // CPLX0-8583
UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis I	L-GLN-FRUCT-6-P-AMINOTRANS-RXN	EG10382	L-GLN-FRUCT-6-P-AMINOTRANS-MONOMER // L-GLN-FRUCT-6-P-AMINOTRANS-CPLX
UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis I	2.3.1.157-RXN	EG11198	NAG1P-URIDYLTRANS-MONOMER // NAG1P-URIDYLTRANS-CPLX
UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis I	NAG1P-URIDYLTRANS-RXN	EG11198	NAG1P-URIDYLTRANS-MONOMER // NAG1P-URIDYLTRANS-CPLX
4-aminobutanoate degradation I	SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	G6811 // EG10036	G6811-MONOMER // CPLX0-7687 // ALDHDEHYDROG-MONOMER
4-aminobutanoate degradation I	GABATRANSAM-RXN	EG10361 // G6646	GABATRANSAM-MONOMER // GABATRANSAM-CPLX // G6646-MONOMER
lipoate salvage I	RXN-8654	EG11796	EG11796-MONOMER
lipoate salvage I	RXN-8655	EG11796	EG11796-MONOMER
5-aminoimidazole ribonucleotide biosynthesis II	GARTRANSFORMYL2-RXN	EG11809	GARTRANSFORMYL2-MONOMER
5-aminoimidazole ribonucleotide biosynthesis II	AIRS-RXN	EG10798	AIRS-MONOMER // AIRS-CPLX
5-aminoimidazole ribonucleotide biosynthesis II	FGAMSYN-RXN	EG10797	FGAMSYN-MONOMER
5-aminoimidazole ribonucleotide biosynthesis II	GLYRIBONUCSYN-RXN	EG10792	GLYCRIBONUCSYN-MONOMER
5-aminoimidazole ribonucleotide biosynthesis II	PRPPAMIDOTRANS-RXN	EG10794	PRPPAMIDOTRANS-MONOMER // PRPPAMIDOTRANS-CPLX
hydrogen to fumarate electron transfer	RXN0-7399	EG11799 // EG11800 // G7554 // EG11801	HYBA-MONOMER // FORMHYDROG2-CPLX // CPLX0-8762 // EG11800-MONOMER // FORMHYDROG2-CPLX // CPLX0-8762 // MONOMER0-145 // FORMHYDROG2-CPLX // CPLX0-8762 // HYBC-MONOMER // FORMHYDROG2-CPLX // CPLX0-8762
hydrogen to fumarate electron transfer	R601-RXN	EG10333 // EG10332 // EG10331 // EG10330	FUM-MEMB2 // FUMARATE-REDUCTASE // FUM-MEMB1 // FUMARATE-REDUCTASE // FUM-FE-S // FUMARATE-REDUCTASE // FUM-FLAVO // FUMARATE-REDUCTASE
L-histidine biosynthesis	ATPPHOSPHORIBOSYLTRANS-RXN	EG10449	ATPPHOSRIBOSTRANS-MONOMER // CPLX0-7614
L-histidine biosynthesis	HISTCYCLOHYD-RXN	EG10451	HISTCYCLOPRATPPHOS
L-histidine biosynthesis	HISTPRATPHYD-RXN	EG10451	HISTCYCLOPRATPPHOS
L-histidine biosynthesis	PRIBFAICARPISOM-RXN	EG10444	PRIBFAICARPISOM-MONOMER
L-histidine biosynthesis	GLUTAMIDOTRANS-RXN	EG10448 // EG10450	CYCLASE-MONOMER // GLUTAMIDOTRANS-CPLX // GLUTAMIDOTRANS-MONOMER // GLUTAMIDOTRANS-CPLX
L-histidine biosynthesis	IMIDPHOSDEHYD-RXN	EG10445	IMIDPHOSPHADEHYDHISTIDPHOSPHA-MONOMER // IMIDHISTID-CPLX
L-histidine biosynthesis	HISTAMINOTRANS-RXN	EG10446	HISTPHOSTRANS-MONOMER // HISTPHOSTRANS-CPLX
