name	reactions	genes	compounds
superpathway of UDP-N-acetyl-&alpha;-D-mannosaminouronate biosynthesis	UDPGLCNACEPIM-RXN	EG11451	UDPGLCNACEPIM-MONOMER // CPLX0-8008
4-hydroxybenzoate biosynthesis II (bacteria)	CHORPYRLY-RXN	EG11369	CHORPYRLY-MONOMER
polymyxin resistance	RXN0-2001	G7170	G7170-MONOMER
polymyxin resistance	RXN0-5409	G7169	G7169-MONOMER
polymyxin resistance	RXN0-3521	G7167	G7167-MONOMER
polymyxin resistance	RXN0-1863	G7166	G7166-MONOMER
polymyxin resistance	RXN0-1862	G7168	G7168-MONOMER // CPLX0-7718
polymyxin resistance	RXN0-1861	G7168	G7168-MONOMER // CPLX0-7718
UDP-&alpha;-D-galactose biosynthesis	UDPGLUCEPIM-RXN	EG10362	UDPGLUCEPIM-MONOMER // UDPGLUCEPIM-CPLX
peptidoglycan maturation (<i>meso</i>-diaminopimelate containing)	RXN-17393	EG11494	EG11494-MONOMER
peptidoglycan maturation (<i>meso</i>-diaminopimelate containing)	RXN-16665	EG11253	EG11253-MONOMER
peptidoglycan maturation (<i>meso</i>-diaminopimelate containing)	RXN0-7489	G6904 // EG11253	G6904-MONOMER // EG11253-MONOMER
peptidoglycan maturation (<i>meso</i>-diaminopimelate containing)	RXN-16664	G6892 // G7147 // EG11253	G6892-MONOMER // G7147-MONOMER // EG11253-MONOMER
peptidoglycan maturation (<i>meso</i>-diaminopimelate containing)	RXN-16659	EG10606 // EG10341 // EG10605 // EG10748	EG10606-MONOMER // EG10341-MONOMER // MONOMER0-4521 // CPLX0-8300 // EG10605-MONOMER // CPLX0-3951 // EG10748-MONOMER // CPLX0-7717
peptidoglycan maturation (<i>meso</i>-diaminopimelate containing)	RXN-16649	EG10202 // EG12867 // G7265 // EG10203 // EG11893 // EG10201 // EG10605 // EG10748	EG10202-MONOMER // CPLX0-8545 // EG12867-MONOMER // G7265-MONOMER // EG10203-MONOMER // CPLX0-8254 // RPOA-MONOMER // EG10201-MONOMER // CPLX0-8252 // MONOMER0-4521 // CPLX0-8300 // EG10605-MONOMER // CPLX0-3951 // EG10748-MONOMER // CPLX0-7717
peptidoglycan maturation (<i>meso</i>-diaminopimelate containing)	RXN-16650	EG10344 // EG10607 // G7668 // G7322 // EG10605 // EG10748	EG10344-MONOMER // EG10607-MONOMER // G7668-MONOMER // G7322-MONOMER // MONOMER0-4521 // CPLX0-8300 // EG10605-MONOMER // CPLX0-3951 // EG10748-MONOMER // CPLX0-7717
glyoxylate cycle	ACONITATEDEHYDR-RXN	EG11325 // EG12316	ACONITASE-MONOMER // CPLX0-7760 // ACONITATEDEHYDRB-MONOMER // CPLX0-7761
glyoxylate cycle	CITSYN-RXN	EG10402	CITSYN-MONOMER // CITRATE-SI-SYNTHASE
glyoxylate cycle	ACONITATEHYDR-RXN	EG11325 // EG12316	ACONITASE-MONOMER // CPLX0-7760 // ACONITATEDEHYDRB-MONOMER // CPLX0-7761
glyoxylate cycle	ISOCIT-CLEAV-RXN	EG10022	ISOCIT-LYASE-MONOMER // ISOCIT-LYASE
glyoxylate cycle	MALSYN-RXN	EG10023 // EG20080	MALATE-SYNTHASE // MALSYNG-MONOMER
glyoxylate cycle	MALATE-DEH-RXN	EG10576	MALATE-DEHASE-MONOMER // MALATE-DEHASE
NADH to fumarate electron transfer	R601-RXN	EG10333 // EG10332 // EG10331 // EG10330	FUM-MEMB2 // FUMARATE-REDUCTASE // FUM-MEMB1 // FUMARATE-REDUCTASE // FUM-FE-S // FUMARATE-REDUCTASE // FUM-FLAVO // FUMARATE-REDUCTASE
NADH to fumarate electron transfer	RXN0-5388	EG12082 // EG12088 // EG12090 // EG12091 // EG12092 // EG11773 // EG12093 // EG12083 // EG12084 // EG12086 // EG11774 // EG12087 // EG12089	NUOA-MONOMER // NADH-DHI-CPLX // NUOH-MONOMER // NADH-DHI-CPLX // NUOJ-MONOMER // NADH-DHI-CPLX // NUOK-MONOMER // NADH-DHI-CPLX // NUOL-MONOMER // NADH-DHI-CPLX // NUOM-MONOMER // NADH-DHI-CPLX // NUON-MONOMER // NADH-DHI-CPLX // NUOB-MONOMER // CPLX0-3361 // NADH-DHI-CPLX // NUOC-MONOMER // CPLX0-3361 // NADH-DHI-CPLX // NUOE-MONOMER // CPLX0-3361 // NADH-DHI-CPLX // NUOF-MONOMER // CPLX0-3361 // NADH-DHI-CPLX // NUOG-MONOMER // CPLX0-3361 // NADH-DHI-CPLX // NUOI-MONOMER // CPLX0-3361 // NADH-DHI-CPLX
chorismate biosynthesis from 3-dehydroquinate	3-DEHYDROQUINATE-DEHYDRATASE-RXN	EG10076	AROD-MONOMER // AROD-CPLX
chorismate biosynthesis from 3-dehydroquinate	SHIKIMATE-5-DEHYDROGENASE-RXN	EG10077	AROE-MONOMER
chorismate biosynthesis from 3-dehydroquinate	SHIKIMATE-KINASE-RXN	EG10082 // EG10081	AROL-MONOMER // AROK-MONOMER
chorismate biosynthesis from 3-dehydroquinate	2.5.1.19-RXN	EG10073	AROA-MONOMER
chorismate biosynthesis from 3-dehydroquinate	CHORISMATE-SYNTHASE-RXN	EG10075	AROC-MONOMER // AROC-CPLX
L-ornithine biosynthesis I	ACETYLORNDEACET-RXN	EG11286	ACETYLORNDEACET-MONOMER // ACETYLORNDEACET-CPLX
L-ornithine biosynthesis I	ACETYLORNTRANSAM-RXN	EG10066 // G6944 // EG10361	ACETYLORNTRANSAM-MONOMER // ACETYLORNTRANSAM-CPLX // SUCCORNTRANSAM-MONOMER // SUCCORNTRANSAM-CPLX // GABATRANSAM-MONOMER // GABATRANSAM-CPLX
L-ornithine biosynthesis I	N-ACETYLGLUTPREDUCT-RXN	EG10065	N-ACETYLGLUTPREDUCT-MONOMER
L-ornithine biosynthesis I	ACETYLGLUTKIN-RXN	EG10064	ACETYLGLUTKIN-MONOMER // ACETYLGLUTKIN-CPLX
L-ornithine biosynthesis I	N-ACETYLTRANSFER-RXN	EG10063	N-ACETYLTRANSFER-MONOMER // N-ACETYLTRANSFER-CPLX
UDP-&alpha;-D-glucose biosynthesis	PHOSPHOGLUCMUT-RXN	EG12144	PHOSPHOGLUCMUT-MONOMER
UDP-&alpha;-D-glucose biosynthesis	GLUC1PURIDYLTRANS-RXN	EG11319	GLUC1PURIDYLTRANS-MONOMER // CPLX0-8205
ppGpp metabolism	GDPKIN-RXN	EG10650 // EG10032	NUCLEOSIDE-DIP-KIN-MONOMER // NUCLEOSIDE-DIP-KIN-CPLX // ADENYL-KIN-MONOMER
ppGpp metabolism	RXN0-6427	EG10966	SPOT-MONOMER
ppGpp metabolism	GDPPYPHOSKIN-RXN	EG10966 // EG10835	SPOT-MONOMER // RELA-MONOMER
ppGpp metabolism	GTPPYPHOSKIN-RXN	EG10835	RELA-MONOMER
ppGpp metabolism	PPGPPSYN-RXN	EG10966	SPOT-MONOMER
ppGpp metabolism	PPPGPPHYDRO-RXN	EG10413 // EG10048	PPPGPPHYDRO-MONOMER // PPPGPPHYDRO-CPLX // EG10048-MONOMER
palmitate biosynthesis II (type II fatty acid synthase)	RXN-16393		
palmitate biosynthesis II (type II fatty acid synthase)	RXN-9623		
palmitate biosynthesis II (type II fatty acid synthase)	RXN-9655	EG10273 // EG11284	FABA-MONOMER // FABA-CPLX // FABZ-MONOMER // FABZ-CPLX
palmitate biosynthesis II (type II fatty acid synthase)	3.1.2.21-RXN		
palmitate biosynthesis II (type II fatty acid synthase)	RXN-9549		
palmitate biosynthesis II (type II fatty acid synthase)	RXN-9663	EG11528	ENOYL-ACP-REDUCT-NADH-MONOMER // CPLX0-8006
palmitate biosynthesis II (type II fatty acid synthase)	4.2.1.61-RXN	EG11284	FABZ-MONOMER // FABZ-CPLX
palmitate biosynthesis II (type II fatty acid synthase)	RXN-9540		
palmitate biosynthesis II (type II fatty acid synthase)	RXN-9539	EG10274	FABB-MONOMER // FABB-CPLX
palmitate biosynthesis II (type II fatty acid synthase)	RXN-9662	EG11528	ENOYL-ACP-REDUCT-NADH-MONOMER // CPLX0-8006
palmitate biosynthesis II (type II fatty acid synthase)	RXN-9537	EG11284	FABZ-MONOMER // FABZ-CPLX
palmitate biosynthesis II (type II fatty acid synthase)	RXN-9536		
palmitate biosynthesis II (type II fatty acid synthase)	RXN-9535	EG10274	FABB-MONOMER // FABB-CPLX
palmitate biosynthesis II (type II fatty acid synthase)	RXN-9661	EG11528	ENOYL-ACP-REDUCT-NADH-MONOMER // CPLX0-8006
palmitate biosynthesis II (type II fatty acid synthase)	RXN-9533	EG11284	FABZ-MONOMER // FABZ-CPLX
palmitate biosynthesis II (type II fatty acid synthase)	RXN-9532		
palmitate biosynthesis II (type II fatty acid synthase)	RXN-9531	EG10274	FABB-MONOMER // FABB-CPLX
palmitate biosynthesis II (type II fatty acid synthase)	RXN-9660	EG11528	ENOYL-ACP-REDUCT-NADH-MONOMER // CPLX0-8006
palmitate biosynthesis II (type II fatty acid synthase)	RXN-9528		
palmitate biosynthesis II (type II fatty acid synthase)	RXN-9527	EG10274	FABB-MONOMER // FABB-CPLX
palmitate biosynthesis II (type II fatty acid synthase)	4.2.1.59-RXN	EG11284	FABZ-MONOMER // FABZ-CPLX
palmitate biosynthesis II (type II fatty acid synthase)	RXN-9659	EG11528	ENOYL-ACP-REDUCT-NADH-MONOMER // CPLX0-8006
palmitate biosynthesis II (type II fatty acid synthase)	RXN-9524		
palmitate biosynthesis II (type II fatty acid synthase)	RXN-9523	EG10274	FABB-MONOMER // FABB-CPLX
palmitate biosynthesis II (type II fatty acid synthase)	4.2.1.58-RXN	EG11284	FABZ-MONOMER // FABZ-CPLX
palmitate biosynthesis II (type II fatty acid synthase)	RXN-9514	EG11318	3-OXOACYL-ACP-REDUCT-MONOMER // CPLX0-8005
palmitate biosynthesis II (type II fatty acid synthase)	RXN-9516	EG10274	FABB-MONOMER // FABB-CPLX
palmitate biosynthesis II (type II fatty acid synthase)	RXN-9518		
palmitate biosynthesis II (type II fatty acid synthase)	RXN-9520	EG11284	FABZ-MONOMER // FABZ-CPLX
palmitate biosynthesis II (type II fatty acid synthase)	RXN-9658	EG11528	ENOYL-ACP-REDUCT-NADH-MONOMER // CPLX0-8006
palmitate biosynthesis II (type II fatty acid synthase)	RXN-9657	EG11528	ENOYL-ACP-REDUCT-NADH-MONOMER // CPLX0-8006
purine ribonucleosides degradation	PPENTOMUT-RXN	EG10220	PPENTOMUT-MONOMER
purine ribonucleosides degradation	RXN0-5199	EG10222 // G85 // EG12159	DEOD-MONOMER // DEOD-CPLX // XANTHOSINEPHOSPHORY-MONOMER // XANTHOSINEPHOSPHORY-CPLX // EG12159-MONOMER // CPLX0-8619
purine ribonucleosides degradation	INOPHOSPHOR-RXN	EG12097 // EG10222 // G85 // EG12159	EG12097-MONOMER // DEOD-MONOMER // DEOD-CPLX // XANTHOSINEPHOSPHORY-MONOMER // XANTHOSINEPHOSPHORY-CPLX // EG12159-MONOMER // CPLX0-8619
purine ribonucleosides degradation	ADENODEAMIN-RXN	EG12097 // EG10030	EG12097-MONOMER // ADENODEAMIN-MONOMER
purine ribonucleosides degradation	ADENPHOSPHOR-RXN	EG12097 // EG10222 // EG12159	EG12097-MONOMER // DEOD-MONOMER // DEOD-CPLX // EG12159-MONOMER // CPLX0-8619
purine ribonucleosides degradation	XANTHOSINEPHOSPHORY-RXN	G85 // EG12159	XANTHOSINEPHOSPHORY-MONOMER // XANTHOSINEPHOSPHORY-CPLX // EG12159-MONOMER // CPLX0-8619
L-arabinose degradation III	RXN-14809		
L-arabinose degradation III	RXN-8775		
L-arabinose degradation III	RXN-8774		
L-arabinose degradation III	4.2.1.43-RXN		
L-arabinose degradation III	L-ARABINONATE-DEHYDRATASE-RXN		
L-arabinose degradation III	L-ARABINONOLACTONASE-RXN		
DcuSR Two-Component Signal Transduction System, C<sub>4</sub>-dicarboxylate-dependent	DCUS-RXN		
DcuSR Two-Component Signal Transduction System, C<sub>4</sub>-dicarboxylate-dependent	RXN0-6459		
L-phenylalanine biosynthesis I	CHORISMATEMUT-RXN	EG10707 // EG11039	CHORISMUTPREPHENDEHYDRAT-MONOMER // CHORISMUTPREPHENDEHYDRAT-CPLX // CHORISMUTPREPHENDEHYDROG-MONOMER // CHORISMUTPREPHENDEHYDROG-CPLX
L-phenylalanine biosynthesis I	PREPHENATEDEHYDRAT-RXN	EG10707	CHORISMUTPREPHENDEHYDRAT-MONOMER // CHORISMUTPREPHENDEHYDRAT-CPLX
L-phenylalanine biosynthesis I	RXN-10814	EG11040 // EG10096 // EG10497	TYRB-MONOMER // TYRB-DIMER // ASPAMINOTRANS-MONOMER // ASPAMINOTRANS-DIMER // BRANCHED-CHAINAMINOTRANSFER-MONOMER // BRANCHED-CHAINAMINOTRANSFER-CPLX
adenosylcobalamin salvage from cobalamin	RXN-19366		
adenosylcobalamin salvage from cobalamin	RXN-19341		
adenosylcobalamin salvage from cobalamin	RXN-19340		
adenosylcobalamin salvage from cobalamin	RXN-19334		
adenosylcobalamin salvage from cobalamin	COBALADENOSYLTRANS-RXN	EG10130	COBALADENOSYLTRANS-MONOMER
NADH to hydrogen peroxide electron transfer	RXN-19020	EG12244	EG12244-MONOMER
NADH to hydrogen peroxide electron transfer	RXN0-5388	EG12082 // EG12088 // EG12090 // EG12091 // EG12092 // EG11773 // EG12093 // EG12083 // EG12084 // EG12086 // EG11774 // EG12087 // EG12089	NUOA-MONOMER // NADH-DHI-CPLX // NUOH-MONOMER // NADH-DHI-CPLX // NUOJ-MONOMER // NADH-DHI-CPLX // NUOK-MONOMER // NADH-DHI-CPLX // NUOL-MONOMER // NADH-DHI-CPLX // NUOM-MONOMER // NADH-DHI-CPLX // NUON-MONOMER // NADH-DHI-CPLX // NUOB-MONOMER // CPLX0-3361 // NADH-DHI-CPLX // NUOC-MONOMER // CPLX0-3361 // NADH-DHI-CPLX // NUOE-MONOMER // CPLX0-3361 // NADH-DHI-CPLX // NUOF-MONOMER // CPLX0-3361 // NADH-DHI-CPLX // NUOG-MONOMER // CPLX0-3361 // NADH-DHI-CPLX // NUOI-MONOMER // CPLX0-3361 // NADH-DHI-CPLX
enterobacterial common antigen biosynthesis	RXN-22149	EG11457	FUC4NACTRANS-MONOMER
enterobacterial common antigen biosynthesis	TRANS-RXN0-279	EG11486	EG11486-MONOMER
enterobacterial common antigen biosynthesis	GLCNACPTRANS-RXN	EG10840	GLCNACPTRANS-MONOMER // CPLX0-8011
enterobacterial common antigen biosynthesis	FUC4NACTRANS-RXN	G7800	G7800-MONOMER
enterobacterial common antigen biosynthesis	UDPMANACATRANS-RXN	EG11458	UDPMANACATRANS-MONOMER
UMP biosynthesis I	DIHYDROOROTATE-DEHYDROGENASE-RXN	EG10807	DIHYDROOROTOX-MONOMER
UMP biosynthesis I	OROTPDECARB-RXN	EG10809	OROTPDECARB-MONOMER // OROTPDECARB-CPLX
UMP biosynthesis I	OROPRIBTRANS-RXN	EG10808	OROPRIBTRANS-MONOMER // OROPRIBTRANS-CPLX
UMP biosynthesis I	DIHYDROOROT-RXN	EG10806	DIHYDROOROT-MONOMER // DIHYDROOROT-CPLX
UMP biosynthesis I	ASPCARBTRANS-RXN	EG10805 // EG10811	ASPCARBCAT-MONOMER // ASPCARBCAT-TRIMER // ASPCARBTRANS-CPLX // ASPCARBREG-MONOMER // ASPCARBREG-DIMER // ASPCARBTRANS-CPLX
UMP biosynthesis I	CARBPSYN-RXN	EG10134 // EG10135	CARBPSYN-SMALL // CARBPSYN-CPLX // CARBPSYN-LARGE // CARBPSYN-CPLX
glycolysis II (from fructose 6-phosphate)	RXN-15513	EG11699	GPMA-MONOMER // PHOSGLYCMUTASE
glycolysis II (from fructose 6-phosphate)	F16BDEPHOS-RXN	EG10283 // EG11517 // EG11239 // EG11245 // EG10727	F16B-MONOMER // F16B-CPLX // EG11517-MONOMER // CPLX0-303 // EG11239-MONOMER // EG11245-MONOMER // CPLX0-7776 // ALKAPHOSPHA-MONOMER // ALKAPHOSPHA-CPLX
glycolysis II (from fructose 6-phosphate)	PEPSYNTH-RXN	EG10759	PEPSYNTH-MONOMER // PEPSYNTH-CPLX
glycolysis II (from fructose 6-phosphate)	6PFRUCTPHOS-RXN	EG10700 // EG10699	6PFK-2-MONOMER // 6PFK-2-CPX // 6PFK-1-MONOMER // 6PFK-1-CPX
glycolysis II (from fructose 6-phosphate)	F16ALDOLASE-RXN	EG10282 // G7129	FRUCTBISALD-CLASSII-MONOMER // FRUCBISALD-CLASSII // FRUCBISALD-CLASSI-MONOMER // FRUCBISALD-CLASSI
glycolysis II (from fructose 6-phosphate)	TRIOSEPISOMERIZATION-RXN	EG11015	TPI-MONOMER // TPI
glycolysis II (from fructose 6-phosphate)	GAPOXNPHOSPHN-RXN	EG10367	GAPDH-A-MONOMER // GAPDH-A-CPLX
glycolysis II (from fructose 6-phosphate)	PHOSGLYPHOS-RXN	EG10703	PGK
glycolysis II (from fructose 6-phosphate)	3PGAREARR-RXN	EG12296	PGMI-MONOMER
glycolysis II (from fructose 6-phosphate)	2PGADEHYDRAT-RXN	EG10258	ENOLASE-MONOMER // ENOLASE-CPLX // CPLX0-2381
glycolysis II (from fructose 6-phosphate)	PEPDEPHOS-RXN	EG10803 // EG10804	PKII-MONOMER // PKII-CPLX // PKI-MONOMER // PKI-COMPLEX
lipoate biosynthesis and incorporation II	RXN-24036	EG11796	EG11796-MONOMER
lipoate biosynthesis and incorporation II	RXN0-7423	EG11796	EG11796-MONOMER
lipoate biosynthesis and incorporation II	RXN0-949	EG11306	EG11306-MONOMER // CPLX0-782
5-aminoimidazole ribonucleotide biosynthesis I	AIRS-RXN	EG10798	AIRS-MONOMER // AIRS-CPLX
5-aminoimidazole ribonucleotide biosynthesis I	FGAMSYN-RXN	EG10797	FGAMSYN-MONOMER
5-aminoimidazole ribonucleotide biosynthesis I	GART-RXN	EG10799	GART-MONOMER
5-aminoimidazole ribonucleotide biosynthesis I	GLYRIBONUCSYN-RXN	EG10792	GLYCRIBONUCSYN-MONOMER
5-aminoimidazole ribonucleotide biosynthesis I	PRPPAMIDOTRANS-RXN	EG10794	PRPPAMIDOTRANS-MONOMER // PRPPAMIDOTRANS-CPLX
autoinducer AI-2 biosynthesis I	RIBOSYLHOMOCYSTEINASE-RXN	EG12712	EG12712-MONOMER
autoinducer AI-2 biosynthesis I	ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN	EG11090	EG11090-MONOMER // CPLX0-1541
autoinducer AI-2 biosynthesis I	RXN-7605		
autoinducer AI-2 biosynthesis I	RXN-10015		
autoinducer AI-2 biosynthesis I	RXN-10017		
superpathway of adenosylcobalamin salvage from cobinamide I	COBALAMIN5PSYN-RXN	EG12150	COBS-MONOMER
superpathway of adenosylcobalamin salvage from cobinamide I	RXN-8770	G6349	RIBAZOLEPHOSPHAT-MONOMER
superpathway of adenosylcobalamin salvage from cobinamide I	DMBPPRIBOSYLTRANS-RXN	EG12151	DMBPPRIBOSYLTRANS-MONOMER // DMBPPRIBOSYLTRANS-CPLX
superpathway of adenosylcobalamin salvage from cobinamide I	COBINAMIDEKIN-RXN	EG13238	COBU-MONOMER // COBU-CPLX
superpathway of adenosylcobalamin salvage from cobinamide I	COBINPGUANYLYLTRANS-RXN	EG13238	COBU-MONOMER // COBU-CPLX
L-arabinose degradation II	L-XYLULOSE-REDUCTASE-RXN		
L-arabinose degradation II	L-ARABINITOL-4-DEHYDROGENASE-RXN		
L-arabinose degradation II	RXN-8772		
cadaverine biosynthesis	LYSDECARBOX-RXN	EG10131 // G6094	LYSDECARBOX-MONOMER // LYSDECARBOX-CPLX // LDC2-MONOMER // LDC2-CPLX
arsenic detoxification VI (<i>E. coli</i>)	RXN-22326	EG10783 // EG10782 // EG10784 // EG10734	PSTB-MONOMER // ABC-27-CPLX // PSTA-MONOMER // ABC-27-CPLX // PSTC-MONOMER // ABC-27-CPLX // PSTS-MONOMER // ABC-27-CPLX
arsenic detoxification VI (<i>E. coli</i>)	RXN-22385	EG12236	ARSF-MONOMER // CPLX-7
arsenic detoxification VI (<i>E. coli</i>)	TRANS-RXN0-550	EG12230 // EG12883	PITA-MONOMER // PITB-MONOMER
arsenic detoxification VI (<i>E. coli</i>)	RXN-982	EG12237	EG12237-MONOMER
D-xylose degradation II	RXN-8773		
phenylethylamine degradation I	TRANS-RXN0-284		
phenylethylamine degradation I	PHENDEHYD-RXN	G7961	PHENDEHYD-MONOMER // PHENDEHYD-CPLX
phenylethylamine degradation I	RXN-10817	EG13139	AMINEOXID-MONOMER // AMINEOXID-CPLX
formate to dimethyl sulfoxide electron transfer	DIMESULFREDUCT-RXN	EG10234 // EG10233 // EG10232	DMSC-MONOMER // DIMESULFREDUCT-CPLX // DMSB-MONOMER // DIMESULFREDUCT-CPLX // DMSA-MONOMER // DIMESULFREDUCT-CPLX
formate to dimethyl sulfoxide electron transfer	FORMATEDEHYDROG-RXN	EG11856 // EG11857 // EG11858 // EG11227 // EG11228 // EG11229	FDOI-MONOMER // FORMATEDEHYDROGO-CPLX // CPLX0-13310 // FDOH-MONOMER // FORMATEDEHYDROGO-CPLX // CPLX0-13310 // FDOG-MONOMER // FORMATEDEHYDROGO-CPLX // CPLX0-13310 // FDNG-MONOMER // ALPHA-SUBUNIT-CPLX // FORMATEDEHYDROGN-CPLX // FDNH-MONOMER // ALPHA-SUBUNIT-CPLX // FORMATEDEHYDROGN-CPLX // FDNI-MONOMER // ALPHA-SUBUNIT-CPLX // FORMATEDEHYDROGN-CPLX
L-alanine biosynthesis II	ALANINE-AMINOTRANSFERASE-RXN	G0-9281 // G7184 // G7242	MONOMER0-1241 // G7184-MONOMER // CPLX0-7888 // G7242-MONOMER // CPLX0-7887
<i>all-trans</i>-octaprenyl diphosphate biosynthesis	RXN-8992	EG10017	OPPSYN-MONOMER // CPLX0-7426
glycogen biosynthesis I (from ADP-D-Glucose)	PHOSPHOGLUCMUT-RXN	EG12144	PHOSPHOGLUCMUT-MONOMER
glycogen biosynthesis I (from ADP-D-Glucose)	GLUC1PADENYLTRANS-RXN	EG10379	GLUC1PADENYLTRANS-MONOMER // GLUC1PADENYLTRANS-CPLX
glycogen biosynthesis I (from ADP-D-Glucose)	GLYCOGEN-BRANCH-RXN	EG10378	GLYCOGEN-BRANCH-MONOMER
glycogen biosynthesis I (from ADP-D-Glucose)	GLYCOGENSYN-RXN	EG10377	GLYCOGENSYN-MONOMER
dTDP-L-rhamnose biosynthesis	DTDPGLUCDEHYDRAT-RXN	EG12412 // EG11453	DTDPGLUCDEHYDRAT-MONOMER // DTDPGLUCDEHYDRAT-CPLX // DTDPGLUCDEHYDRAT2-MONOMER
dTDP-L-rhamnose biosynthesis	DTDPGLUCOSEPP-RXN	EG11978 // EG11454	DTDPGLUCOSEPP-MONOMER // CPLX0-8034 // DTDPGLUCOSEPP2-MONOMER // CPLX0-8012
dTDP-L-rhamnose biosynthesis	DTDPDEHYRHAMREDUCT-RXN	EG12411	DTDPDEHYRHAMREDUCT-MONOMER
dTDP-L-rhamnose biosynthesis	DTDPDEHYDRHAMEPIM-RXN	EG11979	DTDPDEHYDRHAMEPIM-MONOMER
cardiolipin biosynthesis I	PHOSPHAGLYPSYN-RXN	EG10706	PHOSPHAGLYPSYN-MONOMER
cardiolipin biosynthesis I	CARDIOLIPSYN-RXN	EG11608 // G6406	CARDIOLIPSYN-MONOMER // G6406-MONOMER
cardiolipin biosynthesis I	PGPPHOSPHA-RXN	EG10704 // EG10705 // EG11371	PGPPHOSPHAA-MONOMER // PGPPHOSPHAB-MONOMER // EG11371-MONOMER
EvgSA Two-Component Signal Transduction System	EVGA-RXN		
EvgSA Two-Component Signal Transduction System	RXN0-6493		
EvgSA Two-Component Signal Transduction System	RXN0-6494		
EvgSA Two-Component Signal Transduction System	RXN0-6495		
adenosine deoxyribonucleotides <i>de novo</i> biosynthesis II	RXN0-745	EG11417	MONOMER0-2863 // RIBONUCLEOSIDE-TRIP-REDUCT-MONOMER // RIBONUCLEOSIDE-TRIP-REDUCT-CPLX // NRDACTMULTI-CPLX
adenosine deoxyribonucleotides <i>de novo</i> biosynthesis II	DADPKIN-RXN	EG10650	NUCLEOSIDE-DIP-KIN-MONOMER // NUCLEOSIDE-DIP-KIN-CPLX
adenosine deoxyribonucleotides <i>de novo</i> biosynthesis II	RXN0-747	EG20257 // EG12381	NRDE-MONOMER // NRDE-CPLX // RIBONUCLEOSIDE-DIP-REDUCTII-CPLX // NRDF-MONOMER // NRDF-CPLX // RIBONUCLEOSIDE-DIP-REDUCTII-CPLX
adenosine deoxyribonucleotides <i>de novo</i> biosynthesis II	ADPREDUCT-RXN	EG10660 // EG10661	NRDA-MONOMER // B1-CPLX // RIBONUCLEOSIDE-DIP-REDUCTI-CPLX // NRDB-MONOMER // B2-CPLX // RIBONUCLEOSIDE-DIP-REDUCTI-CPLX
fatty acid biosynthesis initiation (type II)	RXN0-5055	EG11647 // EG10217	CARBOXYL-TRANSFERASE-ALPHA-MONOMER // ACETYL-COA-CARBOXYLTRANSFER-CPLX // ACETYL-COA-CARBOXYLMULTI-CPLX // CARBOXYL-TRANSFERASE-BETA-MONOMER // ACETYL-COA-CARBOXYLTRANSFER-CPLX // ACETYL-COA-CARBOXYLMULTI-CPLX
fatty acid biosynthesis initiation (type II)	2.3.1.180-RXN	EG10277	FABH-MONOMER // CPLX0-252
fatty acid biosynthesis initiation (type II)	MALONYL-COA-ACP-TRANSACYL-RXN	EG11317	MALONYL-COA-ACP-TRANSACYL-MONOMER
ethanol degradation I	ACETALD-DEHYDROG-RXN	G7285 // EG10031 // M014	G7285-MONOMER // ADHE-MONOMER // ADHE-CPLX // MHPF-MONOMER
ethanol degradation I	ALCOHOL-DEHYDROG-RXN	G6775 // EG10031	ADHP-MONOMER // CPLX0-8015 // ADHE-MONOMER // ADHE-CPLX
glutathione biosynthesis	GLUTATHIONE-SYN-RXN	EG10419	GLUTATHIONE-SYN-MONOMER // GLUTATHIONE-SYN-CPLX
glutathione biosynthesis	GLUTCYSLIG-RXN	G6326 // EG10418	G6326-MONOMER // CPLX0-7827 // GLUTCYSLIG-MONOMER
biotin biosynthesis from 8-amino-7-oxononanoate I	RXN-25310	EG10118	BIOTIN-SYN-MONOMER // BIOTIN-SYN-CPLX
biotin biosynthesis from 8-amino-7-oxononanoate I	RXN-17473		
biotin biosynthesis from 8-amino-7-oxononanoate I	DAPASYN-RXN	EG10117	DAPASYN-MONOMER // DAPASYN-CPLX
biotin biosynthesis from 8-amino-7-oxononanoate I	DETHIOBIOTIN-SYN-RXN	EG10120 // G6851	DETHIOBIOTIN-SYN-MONOMER // DETHIOBIOTIN-SYN-CPLX // G6851-MONOMER // CPLX0-8613
dTDP-<i>N</i>-acetylthomosamine biosynthesis	DTDPGLUCDEHYDRAT-RXN	EG12412 // EG11453	DTDPGLUCDEHYDRAT-MONOMER // DTDPGLUCDEHYDRAT-CPLX // DTDPGLUCDEHYDRAT2-MONOMER
dTDP-<i>N</i>-acetylthomosamine biosynthesis	DTDPGLUCOSEPP-RXN	EG11978 // EG11454	DTDPGLUCOSEPP-MONOMER // CPLX0-8034 // DTDPGLUCOSEPP2-MONOMER // CPLX0-8012
dTDP-<i>N</i>-acetylthomosamine biosynthesis	RFFTRANS-RXN	EG11456	RFFTRANS-MONOMER // CPLX0-7990
dTDP-<i>N</i>-acetylthomosamine biosynthesis	TDPFUCACTRANS-RXN	EG11455	TDPFUCACTRANS-MONOMER // CPLX0-8614
L-homoserine biosynthesis	HOMOSERDEHYDROG-RXN	EG10998 // EG10590	ASPKINIHOMOSERDEHYDROGI-MONOMER // ASPKINIHOMOSERDEHYDROGI-CPLX // ASPKINIIHOMOSERDEHYDROGII-MONOMER // ASPKINIIHOMOSERDEHYDROGII-CPLX
